record_id,track,track_name,record_type,regulatory_class,device_type,category,material_family,material_form,brand,aliases,product_name,registrant,company_short,certificate_no,origin,approval_date,approval_year,valid_until,validity_status,market_scope,application_segment,primary_indication,approved_indications,indication_description,scope_full,specification,components,lidocaine_status,product_tags,market_claim,boundary_reason,source_account,source_title,source_url,evidence_text,confidence,official_verification_status,needs_nmpa_check,official_source,official_status,official_product_name,official_registrant,official_approval_date,official_valid_until,official_indication,official_scope,data_status,source_dataset,main_landscape_included,main_landscape_scope,main_landscape_exclusion_reason,analysis_role,strategic_segment,strategic_segment_name,manufacturer_group_key,manufacturer_group,portfolio_segments,portfolio_note
HA-国械注进20193130625-手部,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶 Crosslinked Sodium Hyaluronate Gel for Injection,,注射用交联透明质酸钠凝胶 Crosslinked Sodium Hyaluronate Gel for Injection,科医有限公司 Q-Med AB,科医有限公司 Q-Med AB,国械注进20193130625,进口,2024-07-26,2024,2029-12-11,,注射填充类,注射填充类,手部,手部,用于手部软组织容量改善或手部皮肤凹陷修饰。,18岁以上手背部组织容量补充，用于手背部真皮层注射以改善手部皮肤外观。,,注射用交联透明质酸钠凝胶 Crosslinked Sodium Hyaluronate Gel for Injection,未见利多卡因,注射填充类 / 进口 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：手部第2项，注射用交联透明质酸钠凝胶 Crosslinked Sodium Hyaluronate Gel for Injection，科医有限公司 Q-Med AB，国械注进20193130625。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶Crosslinked Sodium Hyaluronate Gel for Injection,科医有限公司Q-Med AB,2024-07-26,2029-12-11,手部,该产品适用于18岁以上手背部需要增加组织容量的人群，用于手背部真皮层，最佳为真皮深层的注射，以改善手部皮肤外观。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,galderma,高德美 / Galderma,玻尿酸 / 再生类 / 肉毒素,
HA-国械注进20203130045-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,修饰HA填充凝胶,注射用修饰透明质酸钠凝胶,,注射用修饰透明质酸钠凝胶,科医有限公司 Q-Med AB,科医有限公司 Q-Med AB,国械注进20203130045,进口,2024-03-06,2024,2030-01-22,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用修饰透明质酸钠凝胶,未见利多卡因,注射填充类 / 进口 / 非交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第31项，注射用修饰透明质酸钠凝胶，科医有限公司 Q-Med AB，国械注进20203130045。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用修饰透明质酸钠凝胶Modified Sodium Hyaluronate Gel for Injection,科医有限公司Q-Med AB,2024-03-06,2030-01-22,鼻唇沟,该产品适用于面部真皮组织中层填充以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,galderma,高德美 / Galderma,玻尿酸 / 再生类 / 肉毒素,
HA-国械注进20203130098-鼻部,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,修饰HA填充凝胶,注射用修饰透明质酸钠凝胶 Modified Sodium Hyaluronate Gel for Injection,,注射用修饰透明质酸钠凝胶 Modified Sodium Hyaluronate Gel for Injection,科医有限公司 Q-Med AB,科医有限公司 Q-Med AB,国械注进20203130098,进口,2024-03-26,2024,2030-02-27,,注射填充类,注射填充类,鼻部,鼻部,用于鼻部轮廓修饰或鼻部软组织填充相关场景。,鼻部容量补充、鼻背/鼻小柱/前鼻棘部位轮廓塑形。,,注射用修饰透明质酸钠凝胶 Modified Sodium Hyaluronate Gel for Injection,未见利多卡因,注射填充类 / 进口 / 非交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻部第1项，注射用修饰透明质酸钠凝胶 Modified Sodium Hyaluronate Gel for Injection，科医有限公司 Q-Med AB，国械注进20203130098。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用修饰透明质酸钠凝胶Modified Sodium Hyaluronate Gel for Injection,科医有限公司Q-Med AB,2024-03-26,2030-02-27,鼻唇沟,本品适用于注射到真皮组织深层和/或皮下组织浅层以纠正中重度鼻唇沟皱纹；注射到皮下至骨膜上层用于矫正中面部容量缺失和/或中面部轮廓缺陷；注射入骨膜上层用于鼻背和/或鼻根塑形。该产品适用于18岁以上的患者。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,galderma,高德美 / Galderma,玻尿酸 / 再生类 / 肉毒素,
HA-国械注进20203130165-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶 Juvéderm VOLIFT with Lidocaine,,注射用交联透明质酸钠凝胶 Juvéderm VOLIFT with Lidocaine,艾尔建 / AbbVie,艾尔建 / AbbVie,国械注进20203130165,进口,2024-11-15,2024,2030-04-09,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶 Juvéderm VOLIFT with Lidocaine,未见利多卡因,注射填充类 / 进口 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第18项，注射用交联透明质酸钠凝胶 Juvéderm VOLIFT with Lidocaine，艾尔建 Allergan，国械注进20203130165。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶Juvéderm VOLIFT with Lidocaine,艾尔建Allergan,2024-11-15,2030-04-09,鼻唇沟,该产品用于面部真皮深层注射，以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,abbvie_allergan,艾尔建 / AbbVie,玻尿酸 / 肉毒素,
HA-国械注进20233130150-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶 A-Viearchee,,注射用交联透明质酸钠凝胶 A-Viearchee,"（株）爱思尔有限公司 SCL CO., LTD.","（株）爱思尔有限公司 SCL CO., LTD.",国械注进20233130150,进口,2024-04-29,2024,2028-04-18,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶 A-Viearchee,未见利多卡因,注射填充类 / 进口 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,"玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第29项，注射用交联透明质酸钠凝胶 A-Viearchee，（株）爱思尔有限公司 SCL CO., LTD.，国械注进20233130150。",high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶A-Viearchee,"（株）爱思尔有限公司SCL CO.,LTD.",2024-04-29,2028-04-18,鼻唇沟,该产品用于面部真皮组织中层注射以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,"（株）爱思尔有限公司 scl co., ltd.","（株）爱思尔有限公司 SCL CO., LTD.",玻尿酸,
HA-国械注进20243130001-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶,,注射用交联透明质酸钠凝胶,Foreest Hills Lab Korea,Foreest Hills Lab Korea,国械注进20243130001,进口,2024-01-04,2024,2029-01-03,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶,未见利多卡因,注射填充类 / 进口 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第35项，注射用交联透明质酸钠凝胶，Foreest Hills Lab Korea，国械注进20243130001。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶조직수복용생체재료,"福丽丝特韩国有限公司 Forest Hills Lab Korea Co., Ltd.",2024-01-04,2029-01-03,鼻唇沟,该产品用于面部真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,foreest hills lab korea,Foreest Hills Lab Korea,玻尿酸,
HA-国械注进20243130119-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,含利多卡因注射用交联透明质酸钠凝胶 Princess VOLUME Lidocaine,,含利多卡因注射用交联透明质酸钠凝胶 Princess VOLUME Lidocaine,克罗玛医药有限公司 CROMA-PHARMA GmbH,克罗玛医药有限公司 CROMA-PHARMA GmbH,国械注进20243130119,进口,2024-05-16,2024,2030-03-03,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,含利多卡因注射用交联透明质酸钠凝胶 Princess VOLUME Lidocaine,含利多卡因,注射填充类 / 进口 / 交联 / 含利多卡因,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第27项，含利多卡因注射用交联透明质酸钠凝胶 Princess VOLUME Lidocaine，克罗玛医药有限公司 CROMA-PHARMA GmbH，国械注进20243130119。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,含利多卡因注射用修饰透明质酸钠凝胶Princess VOLUME Lidocaine,克罗玛医药有限公司CROMA-PHARMA GmbH,2024-05-16,2029-03-03,鼻唇沟,适用于面部真皮组织中层至深层注射，以纠正中到重度鼻唇沟。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,克罗玛医药有限公司 croma-pharma gmbh,克罗玛医药有限公司 CROMA-PHARMA GmbH,玻尿酸,
HA-国械注进20243130405-下颌部,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUX,,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUX,艾尔建 / AbbVie,艾尔建 / AbbVie,国械注进20243130405,进口,2024-07-24,2024,2029-07-23,,注射填充类,注射填充类,下颌部,下颌部,用于下颌、下颏或颏部轮廓改善相关注射填充。,下颌区域/下颏轮廓改善。,,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUX,含利多卡因,注射填充类 / 进口 / 交联 / 含利多卡因,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：下颌部第4项，含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUX，艾尔建 ALLERGAN，国械注进20243130405。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,含利多卡因注射用交联透明质酸钠凝胶Juvéderm VOLUX,艾尔建ALLERGAN,2024-07-24,2029-07-23,下颌部,该产品用于面部骨膜上注射，以改善中度下颌后缩患者的下颌轮廓。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,abbvie_allergan,艾尔建 / AbbVie,玻尿酸 / 肉毒素,
HA-国械注进20243130412-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm ULTRA PLUS XC,,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm ULTRA PLUS XC,艾尔建 / AbbVie,艾尔建 / AbbVie,国械注进20243130412,进口,2024-07-30,2024,2029-07-29,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm ULTRA PLUS XC,含利多卡因,注射填充类 / 进口 / 交联 / 含利多卡因,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第25项，含利多卡因注射用交联透明质酸钠凝胶 Juvéderm ULTRA PLUS XC，艾尔建 ALLERGAN，国械注进20243130412。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,含利多卡因注射用交联透明质酸钠凝胶Juvéderm ULTRA PLUS XC,艾尔建ALLERGAN,2024-07-30,2029-07-29,鼻唇沟,该产品用于注射到面部真皮组织的中层至深层部位，以纠正重度鼻唇沟皱纹。利多卡因存在的目的是为减少治疗过程中患者的疼痛。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,abbvie_allergan,艾尔建 / AbbVie,玻尿酸 / 肉毒素,
HA-国械注进20243130436-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm ULTRA XC,,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm ULTRA XC,艾尔建 / AbbVie,艾尔建 / AbbVie,国械注进20243130436,进口,2024-08-14,2024,2029-08-13,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm ULTRA XC,含利多卡因,注射填充类 / 进口 / 交联 / 含利多卡因,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第23项，含利多卡因注射用交联透明质酸钠凝胶 Juvéderm ULTRA XC，艾尔建 ALLERGAN，国械注进20243130436。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,含利多卡因注射用交联透明质酸钠凝胶Juvéderm ULTRA XC,艾尔建ALLERGAN,2024-08-14,2029-08-13,鼻唇沟,产品用于注射到面部真皮组织的中层至深层部位，以纠正中度鼻唇沟皱纹。利多卡因存在的目的是为减少治疗过程中患者的疼痛。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,abbvie_allergan,艾尔建 / AbbVie,玻尿酸 / 肉毒素,
HA-国械注进20243130501-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶 HyaFilia Classic 1.0,,注射用交联透明质酸钠凝胶 HyaFilia Classic 1.0,"CHA生物科技株式会社 CHA Meditech Co., Ltd.","CHA生物科技株式会社 CHA Meditech Co., Ltd.",国械注进20243130501,进口,2024-09-19,2024,2029-09-18,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶 HyaFilia Classic 1.0,未见利多卡因,注射填充类 / 进口 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,"玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第21项，注射用交联透明质酸钠凝胶 HyaFilia Classic 1.0，CHA生物科技株式会社 CHA Meditech Co., Ltd.，国械注进20243130501。",high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶HyaFilia Classic 1.0,"CHA生物科技株式会社CHA Meditech Co., Ltd",2024-09-19,2029-09-18,鼻唇沟,适用于面部真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,"cha生物科技株式会社 cha meditech co., ltd.","CHA生物科技株式会社 CHA Meditech Co., Ltd.",玻尿酸,
HA-国械注进20243130663-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶 Dermal Implants SF line,,注射用交联透明质酸钠凝胶 Dermal Implants SF line,S&V Technologies GmbH,S&V Technologies GmbH,国械注进20243130663,进口,2024-12-16,2024,2029-12-15,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶 Dermal Implants SF line,未见利多卡因,注射填充类 / 进口 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第15项，注射用交联透明质酸钠凝胶 Dermal Implants SF line，S&V Technologies GmbH，国械注进20243130663。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶Dermal Implants „SF“ line,S&amp;V科技有限公司S＆V Technologies GmbH,2024-12-16,2029-12-15,鼻唇沟,适用于面部鼻唇沟部位真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,s&v technologies gmbh,S&V Technologies GmbH,玻尿酸,
HA-国械注准20163131492-唇部,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,修饰HA填充凝胶,注射用修饰透明质酸钠凝胶,,注射用修饰透明质酸钠凝胶,上海其胜生物制剂有限公司,其胜生物,国械注准20163131492,国产,2025-06-24,2025,2030-11-15,,注射填充类,注射填充类,唇部,唇部,用于唇部填充、轮廓修饰或唇部软组织容量改善。,唇部组织容量或唇部结构缺陷改善。,,注射用修饰透明质酸钠凝胶,未见利多卡因,注射填充类 / 国产 / 非交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：唇部第3项，注射用修饰透明质酸钠凝胶，上海其胜生物制剂有限公司，国械注准20163131492。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用修饰透明质酸钠凝胶,上海其胜生物制剂有限公司,2025-06-24,2030-11-15,鼻唇沟,1.该产品适用于面部真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。2.用于唇红体和唇红缘的皮下（或粘膜下）注射填充唇部以达到增加唇部组织容积的目的,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,其胜生物,其胜生物,玻尿酸,
HA-国械注准20203130569-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶,,注射用交联透明质酸钠凝胶,华熙生物科技股份有限公司,华熙生物,国械注准20203130569,国产,2025-01-24,2025,2030-06-18,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶,未见利多卡因,注射填充类 / 国产 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第67项，注射用交联透明质酸钠凝胶，华熙生物科技股份有限公司，国械注准20203130569。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶,华熙生物科技股份有限公司,2025-01-24,2030-06-18,鼻部,本产品用于面部真皮组织中层至深层注射以纠正中重度鼻唇部皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,bloomage,华熙生物,玻尿酸,
HA-国械注准20203130700-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,HA填充凝胶,注射用透明质酸钠凝胶,,注射用透明质酸钠凝胶,瑞莱思（北京）医疗器械有限公司,瑞莱思（北京）医疗器械有限公司,国械注准20203130700,国产,2025-01-26,2025,2030-08-11,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用透明质酸钠凝胶,未见利多卡因,注射填充类 / 国产 / 非交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第66项，注射用透明质酸钠凝胶，瑞莱思（北京）医疗器械有限公司，国械注准20203130700。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶,瑞莱思（北京）医疗器械有限公司,2025-01-26,2030-08-11,鼻唇沟,本产品用于面部真皮组织中层至深层注射填充，以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,瑞莱思（北京）医疗器械有限公司,瑞莱思（北京）医疗器械有限公司,玻尿酸,
HA-国械注准20253130745-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶,,注射用交联透明质酸钠凝胶,江苏天莱雅生物科技有限公司,江苏天莱雅生物科技有限公司,国械注准20253130745,国产,2025-04-09,2025,2030-04-08,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶,未见利多卡因,注射填充类 / 国产 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第14项，注射用交联透明质酸钠凝胶，江苏天莱雅生物科技有限公司，国械注准20253130745。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶,江苏天莱雅生物科技有限公司,2025-04-09,2030-04-08,鼻唇沟,该产品用于鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,江苏天莱雅生物科技有限公司,江苏天莱雅生物科技有限公司,玻尿酸,
